DATA LABEL,DESCRIPTION,DATA_TYPE
First Dose,21134,integer
First Dose,21151,integer
First Dose,21162,integer
First Dose,21210,integer
First Dose,21255,integer
First Dose,21274,integer
First Dose,21308,integer
First Dose,21331,integer
First Dose,21349,integer
First Dose,21390,integer
First Dose,21431,integer
First Dose,21460,integer
First Dose,21500,integer
First Dose,21525,integer
First Dose,21550,integer
First Dose,21562,integer
First Dose,21601,integer
First Dose,21655,integer
First Dose,21706,integer
First Dose,21751,integer
First Dose,21789,integer
First Dose,21805,integer
First Dose,21823,integer
First Dose,21846,integer
First Dose,21867,integer
First Dose,21920,integer
First Dose,21956,integer
First Dose,21985,integer
First Dose,22005,integer
First Dose,22024,integer
First Dose,22041,integer
First Dose,22083,integer
First Dose,22110,integer
First Dose,22129,integer
First Dose,22165,integer
First Dose,22182,integer
First Dose,22189,integer
First Dose,22217,integer
First Dose,22251,integer
First Dose,22284,integer
First Dose,22314,integer
First Dose,22339,integer
First Dose,22351,integer
First Dose,22370,integer
First Dose,22396,integer
First Dose,22414,integer
First Dose,22447,integer
First Dose,22487,integer
First Dose,22507,integer
First Dose,22518,integer
First Dose,22549,integer
First Dose,22561,integer
First Dose,22581,integer
First Dose,22590,integer
First Dose,22619,integer
First Dose,22642,integer
First Dose,22653,integer
First Dose,22662,integer
First Dose,22669,integer
First Dose,22701,integer
First Dose,22716,integer
First Dose,22737,integer
First Dose,22751,integer
First Dose,22755,integer
First Dose,22761,integer
First Dose,22786,integer
First Dose,22799,integer
First Dose,22819,integer
First Dose,22855,integer
First Dose,22880,integer
First Dose,22887,integer
First Dose,22906,integer
First Dose,22922,integer
First Dose,22940,integer
First Dose,22951,integer
First Dose,22957,integer
First Dose,0,integer
First Dose,0,integer
First Dose,4,integer
First Dose,7,integer
First Dose,9,integer
First Dose,10,integer
First Dose,11,integer
First Dose,22,integer
First Dose,37,integer
First Dose,51,integer
First Dose,303,integer
First Dose,303,integer
First Dose,304,integer
First Dose,306,integer
First Dose,492,integer
First Dose,816,integer
First Dose,970,integer
First Dose,1182,integer
First Dose,1184,integer
First Dose,1290,integer
First Dose,1294,integer
First Dose,1344,integer
First Dose,1398,integer
First Dose,1820,integer
First Dose,2243,integer
First Dose,3118,integer
First Dose,3260,integer
First Dose,3335,integer
First Dose,3787,integer
First Dose,3800,integer
First Dose,3945,integer
First Dose,4226,integer
First Dose,5287,integer
First Dose,5691,integer
First Dose,5951,integer
First Dose,6081,integer
First Dose,6113,integer
First Dose,6170,integer
First Dose,6378,integer
First Dose,6507,integer
First Dose,6611,integer
First Dose,6812,integer
First Dose,6925,integer
First Dose,7201,integer
First Dose,7467,integer
First Dose,8136,integer
First Dose,8266,integer
First Dose,8309,integer
First Dose,8398,integer
First Dose,8551,integer
First Dose,8646,integer
First Dose,8834,integer
First Dose,9101,integer
First Dose,9373,integer
First Dose,9529,integer
First Dose,10213,integer
First Dose,10408,integer
First Dose,10654,integer
First Dose,10856,integer
First Dose,11140,integer
First Dose,11351,integer
First Dose,11493,integer
First Dose,11651,integer
First Dose,12449,integer
First Dose,12605,integer
First Dose,12840,integer
First Dose,12971,integer
First Dose,13116,integer
First Dose,13459,integer
First Dose,13588,integer
First Dose,13712,integer
First Dose,13836,integer
First Dose,14083,integer
First Dose,14486,integer
First Dose,15121,integer
First Dose,15592,integer
First Dose,15916,integer
First Dose,16925,integer
First Dose,17543,integer
First Dose,18392,integer
First Dose,19249,integer
First Dose,20987,integer
First Dose,22201,integer
First Dose,22762,integer
First Dose,23452,integer
First Dose,23900,integer
First Dose,24379,integer
First Dose,25823,integer
First Dose,26264,integer
First Dose,26621,integer
First Dose,27063,integer
First Dose,27335,integer
First Dose,27640,integer
First Dose,28094,integer
First Dose,29418,integer
First Dose,31257,integer
First Dose,33099,integer
First Dose,33783,integer
First Dose,34305,integer
First Dose,34751,integer
First Dose,35433,integer
First Dose,35849,integer
First Dose,37108,integer
First Dose,38534,integer
First Dose,39276,integer
First Dose,39692,integer
First Dose,40069,integer
First Dose,40579,integer
First Dose,41353,integer
First Dose,42132,integer
First Dose,43714,integer
First Dose,44077,integer
First Dose,44376,integer
First Dose,46171,integer
First Dose,46963,integer
First Dose,47893,integer
First Dose,50912,integer
First Dose,51580,integer
First Dose,52257,integer
First Dose,52759,integer
First Dose,53214,integer
First Dose,53568,integer
First Dose,53846,integer
First Dose,55298,integer
First Dose,56704,integer
First Dose,56888,integer
First Dose,57062,integer
First Dose,57192,integer
First Dose,57391,integer
First Dose,57585,integer
First Dose,57809,integer
First Dose,58491,integer
First Dose,58914,integer
First Dose,58996,integer
First Dose,59103,integer
First Dose,59939,integer
First Dose,60247,integer
First Dose,60730,integer
First Dose,60788,integer
First Dose,60824,integer
First Dose,61053,integer
First Dose,61420,integer
First Dose,61599,integer
First Dose,61879,integer
First Dose,62000,integer
First Dose,62127,integer
First Dose,62219,integer
First Dose,62302,integer
First Dose,62348,integer
First Dose,62517,integer
First Dose,62836,integer
First Dose,63059,integer
First Dose,63204,integer
First Dose,63275,integer
First Dose,63375,integer
First Dose,63659,integer
First Dose,64180,integer
First Dose,64571,integer
First Dose,64715,integer
First Dose,64795,integer
First Dose,65531,integer
First Dose,65648,integer
First Dose,65795,integer
First Dose,65952,integer
First Dose,66116,integer
First Dose,66284,integer
First Dose,66396,integer
First Dose,66545,integer
First Dose,66664,integer
First Dose,66762,integer
First Dose,66870,integer
First Dose,67019,integer
First Dose,67134,integer
First Dose,67214,integer
First Dose,67257,integer
First Dose,67310,integer
First Dose,67399,integer
First Dose,67535,integer
First Dose,67641,integer
First Dose,67874,integer
First Dose,68005,integer
First Dose,68033,integer
First Dose,68115,integer
First Dose,68207,integer
First Dose,68280,integer
First Dose,68398,integer
First Dose,68471,integer
First Dose,68547,integer
First Dose,68575,integer
First Dose,68608,integer
First Dose,68693,integer
First Dose,68765,integer
First Dose,68858,integer
First Dose,68974,integer
First Dose,69134,integer
First Dose,69162,integer
First Dose,69189,integer
First Dose,69252,integer
First Dose,69318,integer
First Dose,69371,integer
First Dose,69431,integer
First Dose,69474,integer
First Dose,69494,integer
First Dose,69506,integer
First Dose,69550,integer
First Dose,69598,integer
First Dose,69629,integer
First Dose,69676,integer
First Dose,69714,integer
First Dose,69733,integer
First Dose,69766,integer
First Dose,69791,integer
First Dose,69828,integer
First Dose,69867,integer
First Dose,69902,integer
First Dose,69936,integer
First Dose,69952,integer
First Dose,69979,integer
First Dose,70036,integer
First Dose,70094,integer
First Dose,70139,integer
First Dose,70214,integer
First Dose,70256,integer
First Dose,70280,integer
First Dose,70323,integer
First Dose,70375,integer
First Dose,70433,integer
First Dose,70484,integer
First Dose,70575,integer
First Dose,70629,integer
First Dose,70675,integer
First Dose,70726,integer
First Dose,70797,integer
First Dose,70864,integer
First Dose,70937,integer
First Dose,71016,integer
First Dose,71056,integer
First Dose,71093,integer
First Dose,71139,integer
First Dose,71193,integer
First Dose,71260,integer
First Dose,71325,integer
First Dose,71403,integer
First Dose,71444,integer
First Dose,71487,integer
First Dose,71562,integer
First Dose,71629,integer
First Dose,71735,integer
First Dose,71836,integer
First Dose,71969,integer
First Dose,72086,integer
First Dose,72148,integer
First Dose,72216,integer
First Dose,72310,integer
First Dose,72429,integer
First Dose,72564,integer
First Dose,72672,integer
First Dose,72749,integer
First Dose,72791,integer
First Dose,72887,integer
First Dose,72973,integer
First Dose,73056,integer
First Dose,73178,integer
First Dose,73283,integer
First Dose,73371,integer
First Dose,73421,integer
First Dose,73469,integer
First Dose,73530,integer
First Dose,73622,integer
First Dose,73701,integer
First Dose,73803,integer
First Dose,73875,integer
First Dose,73927,integer
First Dose,73991,integer
First Dose,74059,integer
First Dose,74118,integer
First Dose,74172,integer
First Dose,74254,integer
First Dose,74326,integer
First Dose,74350,integer
First Dose,74401,integer
First Dose,74454,integer
First Dose,74494,integer
First Dose,74555,integer
First Dose,74636,integer
First Dose,74667,integer
First Dose,74686,integer
First Dose,74723,integer
First Dose,74756,integer
First Dose,74787,integer
First Dose,74807,integer
First Dose,74866,integer
First Dose,74933,integer
First Dose,74956,integer
First Dose,74995,integer
First Dose,75025,integer
First Dose,75075,integer
First Dose,75116,integer
First Dose,75153,integer
First Dose,75191,integer
First Dose,75212,integer
First Dose,75247,integer
First Dose,75290,integer
First Dose,75328,integer
First Dose,75357,integer
First Dose,75405,integer
First Dose,75441,integer
First Dose,75465,integer
First Dose,75495,integer
First Dose,75521,integer
First Dose,75560,integer
First Dose,75597,integer
First Dose,75612,integer
First Dose,1,integer
First Dose,5,integer
First Dose,54,integer
First Dose,81,integer
First Dose,151,integer
First Dose,182,integer
First Dose,207,integer
First Dose,257,integer
First Dose,305,integer
First Dose,492,integer
First Dose,765,integer
First Dose,774,integer
First Dose,797,integer
First Dose,817,integer
First Dose,959,integer
First Dose,1124,integer
First Dose,1364,integer
First Dose,1586,integer
First Dose,1703,integer
First Dose,2393,integer
First Dose,2455,integer
First Dose,2641,integer
First Dose,2872,integer
First Dose,3201,integer
First Dose,3630,integer
First Dose,4331,integer
First Dose,4663,integer
First Dose,5029,integer
First Dose,5531,integer
First Dose,5975,integer
First Dose,6504,integer
First Dose,7033,integer
First Dose,7462,integer
First Dose,7902,integer
First Dose,8266,integer
First Dose,8451,integer
First Dose,9054,integer
First Dose,9298,integer
First Dose,9540,integer
First Dose,10530,integer
First Dose,10740,integer
First Dose,11055,integer
First Dose,11389,integer
First Dose,11693,integer
First Dose,11803,integer
First Dose,12732,integer
First Dose,13033,integer
First Dose,13115,integer
First Dose,13324,integer
First Dose,13476,integer
First Dose,13538,integer
First Dose,13870,integer
First Dose,14127,integer
First Dose,14653,integer
First Dose,14861,integer
First Dose,14985,integer
First Dose,15183,integer
First Dose,15474,integer
First Dose,15835,integer
First Dose,16610,integer
First Dose,17102,integer
First Dose,17448,integer
First Dose,17735,integer
First Dose,18037,integer
First Dose,18368,integer
First Dose,19244,integer
First Dose,19575,integer
First Dose,19801,integer
First Dose,20003,integer
First Dose,20226,integer
First Dose,20412,integer
First Dose,20840,integer
First Dose,21185,integer
First Dose,22257,integer
First Dose,23359,integer
First Dose,24303,integer
First Dose,24995,integer
First Dose,25739,integer
First Dose,26546,integer
First Dose,27347,integer
First Dose,29630,integer
First Dose,31853,integer
First Dose,34038,integer
First Dose,35225,integer
First Dose,38110,integer
First Dose,38839,integer
First Dose,40016,integer
First Dose,40995,integer
First Dose,41455,integer
First Dose,42071,integer
First Dose,43296,integer
First Dose,43817,integer
First Dose,44454,integer
First Dose,45188,integer
First Dose,46931,integer
First Dose,50122,integer
First Dose,50745,integer
First Dose,51492,integer
First Dose,52258,integer
First Dose,52837,integer
First Dose,53920,integer
First Dose,55235,integer
First Dose,57516,integer
First Dose,58702,integer
First Dose,59251,integer
First Dose,59982,integer
First Dose,60788,integer
First Dose,62706,integer
First Dose,63681,integer
First Dose,65628,integer
First Dose,67708,integer
First Dose,68250,integer
First Dose,69597,integer
First Dose,70523,integer
First Dose,71654,integer
First Dose,73412,integer
First Dose,78134,integer
First Dose,78598,integer
First Dose,79578,integer
First Dose,81294,integer
First Dose,81953,integer
First Dose,82954,integer
First Dose,83586,integer
First Dose,84254,integer
First Dose,85432,integer
First Dose,85768,integer
First Dose,86804,integer
First Dose,87537,integer
First Dose,88087,integer
First Dose,88689,integer
First Dose,89261,integer
First Dose,89753,integer
First Dose,90011,integer
First Dose,90403,integer
First Dose,91043,integer
First Dose,92545,integer
First Dose,93130,integer
First Dose,93668,integer
First Dose,93880,integer
First Dose,94054,integer
First Dose,94801,integer
First Dose,95424,integer
First Dose,96138,integer
First Dose,96484,integer
First Dose,96841,integer
First Dose,97108,integer
First Dose,97343,integer
First Dose,97638,integer
First Dose,98011,integer
First Dose,98274,integer
First Dose,98599,integer
First Dose,99172,integer
First Dose,99658,integer
First Dose,99893,integer
First Dose,100820,integer
First Dose,101434,integer
First Dose,101935,integer
First Dose,102482,integer
First Dose,102838,integer
First Dose,103206,integer
First Dose,103421,integer
First Dose,103770,integer
First Dose,104070,integer
First Dose,104642,integer
First Dose,105056,integer
First Dose,105386,integer
First Dose,105648,integer
First Dose,105869,integer
First Dose,106019,integer
First Dose,106225,integer
First Dose,106538,integer
First Dose,106768,integer
First Dose,107020,integer
First Dose,107206,integer
First Dose,107302,integer
First Dose,107482,integer
First Dose,107749,integer
First Dose,108018,integer
First Dose,108279,integer
First Dose,108766,integer
First Dose,108905,integer
First Dose,108973,integer
First Dose,109200,integer
First Dose,109402,integer
First Dose,109607,integer
First Dose,110090,integer
First Dose,110420,integer
First Dose,110576,integer
First Dose,110642,integer
First Dose,110750,integer
First Dose,110885,integer
First Dose,111034,integer
First Dose,111297,integer
First Dose,111479,integer
First Dose,111753,integer
First Dose,111799,integer
First Dose,111908,integer
First Dose,112032,integer
First Dose,112360,integer
First Dose,112513,integer
First Dose,112621,integer
First Dose,112704,integer
First Dose,112770,integer
First Dose,112825,integer
First Dose,112967,integer
First Dose,113084,integer
First Dose,113193,integer
First Dose,113327,integer
First Dose,113421,integer
First Dose,113493,integer
First Dose,113598,integer
First Dose,113766,integer
First Dose,113905,integer
First Dose,114033,integer
First Dose,114151,integer
First Dose,114266,integer
First Dose,114320,integer
First Dose,114421,integer
First Dose,114604,integer
First Dose,114767,integer
First Dose,114924,integer
First Dose,115099,integer
First Dose,115207,integer
First Dose,115296,integer
First Dose,115429,integer
First Dose,115616,integer
First Dose,115814,integer
First Dose,115952,integer
First Dose,116166,integer
First Dose,116311,integer
First Dose,116387,integer
First Dose,116553,integer
First Dose,116804,integer
First Dose,116992,integer
First Dose,117250,integer
First Dose,117530,integer
First Dose,117688,integer
First Dose,117792,integer
First Dose,117918,integer
First Dose,118077,integer
First Dose,118294,integer
First Dose,118547,integer
First Dose,118744,integer
First Dose,118889,integer
First Dose,119012,integer
First Dose,119209,integer
First Dose,119452,integer
First Dose,119663,integer
First Dose,119906,integer
First Dose,120178,integer
First Dose,120355,integer
First Dose,120488,integer
First Dose,120644,integer
First Dose,120902,integer
First Dose,121138,integer
First Dose,121732,integer
First Dose,122080,integer
First Dose,122274,integer
First Dose,122439,integer
First Dose,122665,integer
First Dose,122911,integer
First Dose,123163,integer
First Dose,123376,integer
First Dose,123574,integer
First Dose,123695,integer
First Dose,123781,integer
First Dose,123928,integer
First Dose,124038,integer
First Dose,124314,integer
First Dose,124510,integer
First Dose,124763,integer
First Dose,124930,integer
First Dose,125027,integer
First Dose,125168,integer
First Dose,125329,integer
First Dose,125507,integer
First Dose,125644,integer
First Dose,125868,integer
First Dose,126009,integer
First Dose,126116,integer
First Dose,126240,integer
First Dose,126407,integer
First Dose,126514,integer
First Dose,126708,integer
First Dose,126886,integer
First Dose,126993,integer
First Dose,127076,integer
First Dose,127213,integer
First Dose,127302,integer
First Dose,127408,integer
First Dose,127645,integer
First Dose,128114,integer
First Dose,128332,integer
First Dose,128389,integer
First Dose,128474,integer
First Dose,128540,integer
First Dose,128679,integer
First Dose,128792,integer
First Dose,128948,integer
First Dose,129014,integer
First Dose,129049,integer
First Dose,129110,integer
First Dose,129180,integer
First Dose,129268,integer
First Dose,129334,integer
First Dose,129478,integer
First Dose,129569,integer
First Dose,129614,integer
First Dose,129681,integer
First Dose,129762,integer
First Dose,129840,integer
First Dose,129904,integer
First Dose,129925,integer
First Dose,0,integer
First Dose,5,integer
First Dose,14,integer
First Dose,39,integer
First Dose,77,integer
First Dose,112,integer
First Dose,112,integer
First Dose,134,integer
First Dose,159,integer
First Dose,290,integer
First Dose,373,integer
First Dose,417,integer
First Dose,428,integer
First Dose,560,integer
First Dose,688,integer
First Dose,846,integer
First Dose,1020,integer
First Dose,1111,integer
First Dose,1171,integer
First Dose,1311,integer
First Dose,1349,integer
First Dose,1470,integer
First Dose,1678,integer
First Dose,1920,integer
First Dose,2212,integer
First Dose,2439,integer
First Dose,2728,integer
First Dose,2858,integer
First Dose,2947,integer
First Dose,3108,integer
First Dose,3342,integer
First Dose,3543,integer
First Dose,3770,integer
First Dose,3867,integer
First Dose,3984,integer
First Dose,4071,integer
First Dose,4252,integer
First Dose,4367,integer
First Dose,4503,integer
First Dose,4727,integer
First Dose,4882,integer
First Dose,5107,integer
First Dose,5270,integer
First Dose,5377,integer
First Dose,5567,integer
First Dose,5789,integer
First Dose,5905,integer
First Dose,6068,integer
First Dose,6209,integer
First Dose,6324,integer
First Dose,6347,integer
First Dose,6516,integer
First Dose,6663,integer
First Dose,6806,integer
First Dose,7172,integer
First Dose,7275,integer
First Dose,7386,integer
First Dose,7585,integer
First Dose,7713,integer
First Dose,7916,integer
First Dose,8081,integer
First Dose,8473,integer
First Dose,8698,integer
First Dose,8983,integer
First Dose,9180,integer
First Dose,9478,integer
First Dose,9636,integer
First Dose,9785,integer
First Dose,9971,integer
First Dose,10119,integer
First Dose,10203,integer
First Dose,10390,integer
First Dose,11015,integer
First Dose,11290,integer
First Dose,11582,integer
First Dose,12035,integer
First Dose,12263,integer
First Dose,12618,integer
First Dose,13234,integer
First Dose,13735,integer
First Dose,14415,integer
First Dose,14911,integer
First Dose,15603,integer
First Dose,16488,integer
First Dose,17063,integer
First Dose,17523,integer
First Dose,18044,integer
First Dose,18518,integer
First Dose,18846,integer
First Dose,19868,integer
First Dose,19935,integer
First Dose,20099,integer
First Dose,20471,integer
First Dose,20717,integer
First Dose,21205,integer
First Dose,21584,integer
First Dose,21760,integer
First Dose,21900,integer
First Dose,22096,integer
First Dose,22420,integer
First Dose,22714,integer
First Dose,23109,integer
First Dose,23380,integer
First Dose,23610,integer
First Dose,23793,integer
First Dose,24007,integer
First Dose,24296,integer
First Dose,24710,integer
First Dose,25180,integer
First Dose,25507,integer
First Dose,25853,integer
First Dose,26082,integer
First Dose,26329,integer
First Dose,26663,integer
First Dose,26993,integer
First Dose,27336,integer
First Dose,27726,integer
First Dose,28050,integer
First Dose,28301,integer
First Dose,28638,integer
First Dose,28893,integer
First Dose,29250,integer
First Dose,29461,integer
First Dose,29821,integer
First Dose,30122,integer
First Dose,30290,integer
First Dose,30496,integer
First Dose,30699,integer
First Dose,30956,integer
First Dose,31203,integer
First Dose,31438,integer
First Dose,31608,integer
First Dose,31767,integer
First Dose,31942,integer
First Dose,33007,integer
First Dose,33803,integer
First Dose,34076,integer
First Dose,34290,integer
First Dose,34340,integer
First Dose,34655,integer
First Dose,35013,integer
First Dose,35288,integer
First Dose,35436,integer
First Dose,35537,integer
First Dose,35651,integer
First Dose,35735,integer
First Dose,35948,integer
First Dose,36058,integer
First Dose,36143,integer
First Dose,36232,integer
First Dose,36383,integer
First Dose,36628,integer
First Dose,36820,integer
First Dose,36951,integer
First Dose,37204,integer
First Dose,37452,integer
First Dose,37658,integer
First Dose,37924,integer
First Dose,38172,integer
First Dose,38312,integer
First Dose,38414,integer
First Dose,38628,integer
First Dose,38741,integer
First Dose,38853,integer
First Dose,38986,integer
First Dose,39189,integer
First Dose,39274,integer
First Dose,39431,integer
First Dose,39565,integer
First Dose,39632,integer
First Dose,39700,integer
First Dose,39795,integer
First Dose,39873,integer
First Dose,39919,integer
First Dose,39953,integer
First Dose,40013,integer
First Dose,40092,integer
First Dose,40190,integer
First Dose,40296,integer
First Dose,40646,integer
First Dose,40769,integer
First Dose,40804,integer
First Dose,40866,integer
First Dose,40949,integer
First Dose,41009,integer
First Dose,41105,integer
First Dose,41164,integer
First Dose,41216,integer
First Dose,41234,integer
First Dose,41284,integer
First Dose,41355,integer
First Dose,41391,integer
First Dose,41477,integer
First Dose,41547,integer
First Dose,41639,integer
First Dose,41655,integer
First Dose,41695,integer
First Dose,41736,integer
First Dose,41811,integer
First Dose,41848,integer
First Dose,41885,integer
First Dose,41904,integer
First Dose,41914,integer
First Dose,41947,integer
First Dose,41974,integer
First Dose,42006,integer
First Dose,42031,integer
First Dose,42068,integer
First Dose,42082,integer
First Dose,42095,integer
First Dose,42108,integer
First Dose,42135,integer
First Dose,42166,integer
First Dose,42202,integer
First Dose,42236,integer
First Dose,42263,integer
First Dose,42278,integer
First Dose,42318,integer
First Dose,42363,integer
First Dose,42412,integer
First Dose,42461,integer
First Dose,42523,integer
First Dose,42562,integer
First Dose,42603,integer
First Dose,42659,integer
First Dose,42713,integer
First Dose,42758,integer
First Dose,42814,integer
First Dose,42866,integer
First Dose,42907,integer
First Dose,42931,integer
First Dose,42973,integer
First Dose,43025,integer
First Dose,43081,integer
First Dose,43122,integer
First Dose,43180,integer
First Dose,43222,integer
First Dose,43246,integer
First Dose,43305,integer
First Dose,43344,integer
First Dose,43431,integer
First Dose,43523,integer
First Dose,43587,integer
First Dose,43639,integer
First Dose,43678,integer
First Dose,43732,integer
First Dose,43818,integer
First Dose,43932,integer
First Dose,44007,integer
First Dose,44102,integer
First Dose,44153,integer
First Dose,44189,integer
First Dose,44251,integer
First Dose,44333,integer
First Dose,44389,integer
First Dose,44441,integer
First Dose,44526,integer
First Dose,44581,integer
First Dose,44614,integer
First Dose,44673,integer
First Dose,44742,integer
First Dose,44799,integer
First Dose,44854,integer
First Dose,44903,integer
First Dose,44950,integer
First Dose,44972,integer
First Dose,45004,integer
First Dose,45052,integer
First Dose,45122,integer
First Dose,45180,integer
First Dose,45254,integer
First Dose,45298,integer
First Dose,45319,integer
First Dose,45350,integer
First Dose,45437,integer
First Dose,45470,integer
First Dose,45508,integer
First Dose,45555,integer
First Dose,45590,integer
First Dose,45616,integer
First Dose,45650,integer
First Dose,45715,integer
First Dose,45746,integer
First Dose,45793,integer
First Dose,45850,integer
First Dose,45881,integer
First Dose,45912,integer
First Dose,45946,integer
First Dose,46012,integer
First Dose,46054,integer
First Dose,46066,integer
First Dose,46117,integer
First Dose,46188,integer
First Dose,46204,integer
First Dose,46229,integer
First Dose,46266,integer
First Dose,46322,integer
First Dose,46355,integer
First Dose,46381,integer
First Dose,46409,integer
First Dose,46418,integer
First Dose,46426,integer
First Dose,46460,integer
First Dose,46482,integer
First Dose,46498,integer
First Dose,46541,integer
First Dose,46573,integer
First Dose,46578,integer
First Dose,46594,integer
First Dose,46638,integer
First Dose,46665,integer
First Dose,46686,integer
First Dose,46692,integer
First Dose,1,integer
First Dose,2,integer
First Dose,7,integer
First Dose,13,integer
First Dose,30,integer
First Dose,41,integer
First Dose,41,integer
First Dose,55,integer
First Dose,75,integer
First Dose,123,integer
First Dose,160,integer
First Dose,194,integer
First Dose,199,integer
First Dose,266,integer
First Dose,316,integer
First Dose,405,integer
First Dose,494,integer
First Dose,567,integer
First Dose,595,integer
First Dose,633,integer
First Dose,661,integer
First Dose,953,integer
First Dose,1098,integer
First Dose,1235,integer
First Dose,1404,integer
First Dose,1589,integer
First Dose,1746,integer
First Dose,1781,integer
First Dose,1821,integer
First Dose,1908,integer
First Dose,2039,integer
First Dose,2128,integer
First Dose,2187,integer
First Dose,2247,integer
First Dose,2285,integer
First Dose,2333,integer
First Dose,2477,integer
First Dose,2506,integer
First Dose,2545,integer
First Dose,2752,integer
First Dose,2811,integer
First Dose,3099,integer
First Dose,3462,integer
First Dose,3553,integer
First Dose,3606,integer
First Dose,3794,integer
First Dose,3893,integer
First Dose,4142,integer
First Dose,4187,integer
First Dose,4243,integer
First Dose,4254,integer
First Dose,4336,integer
First Dose,4400,integer
First Dose,4475,integer
First Dose,4707,integer
First Dose,4762,integer
First Dose,4829,integer
First Dose,4927,integer
First Dose,4983,integer
First Dose,5097,integer
First Dose,5196,integer
First Dose,5417,integer
First Dose,5531,integer
First Dose,5692,integer
First Dose,5792,integer
First Dose,5997,integer
First Dose,6116,integer
First Dose,6192,integer
First Dose,6303,integer
First Dose,6379,integer
First Dose,6421,integer
First Dose,6491,integer
First Dose,6770,integer
First Dose,6930,integer
First Dose,7184,integer
First Dose,7462,integer
First Dose,7647,integer
First Dose,7906,integer
First Dose,8422,integer
First Dose,8869,integer
First Dose,9393,integer
First Dose,9742,integer
First Dose,10251,integer
First Dose,11155,integer
First Dose,11524,integer
First Dose,11833,integer
First Dose,12151,integer
First Dose,12430,integer
First Dose,12612,integer
First Dose,13131,integer
First Dose,13191,integer
First Dose,13302,integer
First Dose,13478,integer
First Dose,13667,integer
First Dose,13915,integer
First Dose,14187,integer
First Dose,14573,integer
First Dose,14664,integer
First Dose,14816,integer
First Dose,14986,integer
First Dose,15120,integer
First Dose,15311,integer
First Dose,15473,integer
First Dose,15767,integer
First Dose,15885,integer
First Dose,16019,integer
First Dose,16177,integer
First Dose,16439,integer
First Dose,16657,integer
First Dose,16877,integer
First Dose,17232,integer
First Dose,17352,integer
First Dose,17531,integer
First Dose,17753,integer
First Dose,18012,integer
First Dose,18331,integer
First Dose,18634,integer
First Dose,18978,integer
First Dose,19200,integer
First Dose,19528,integer
First Dose,19701,integer
First Dose,19848,integer
First Dose,20003,integer
First Dose,20303,integer
First Dose,20651,integer
First Dose,20817,integer
First Dose,20977,integer
First Dose,21148,integer
First Dose,21390,integer
First Dose,21699,integer
First Dose,21899,integer
First Dose,22075,integer
First Dose,22217,integer
First Dose,22364,integer
First Dose,22680,integer
First Dose,24574,integer
First Dose,24798,integer
First Dose,24930,integer
First Dose,25006,integer
First Dose,25104,integer
First Dose,25592,integer
First Dose,26243,integer
First Dose,26370,integer
First Dose,26478,integer
First Dose,26608,integer
First Dose,26750,integer
First Dose,26834,integer
First Dose,26930,integer
First Dose,26982,integer
First Dose,27035,integer
First Dose,27163,integer
First Dose,27426,integer
First Dose,27577,integer
First Dose,27714,integer
First Dose,27806,integer
First Dose,28032,integer
First Dose,28239,integer
First Dose,28526,integer
First Dose,28776,integer
First Dose,28917,integer
First Dose,29028,integer
First Dose,29154,integer
First Dose,29277,integer
First Dose,29446,integer
First Dose,29592,integer
First Dose,29812,integer
First Dose,29933,integer
First Dose,30107,integer
First Dose,30272,integer
First Dose,30321,integer
First Dose,30384,integer
First Dose,30521,integer
First Dose,30584,integer
First Dose,30640,integer
First Dose,30683,integer
First Dose,30732,integer
First Dose,30796,integer
First Dose,30905,integer
First Dose,31006,integer
First Dose,31448,integer
First Dose,31619,integer
First Dose,31640,integer
First Dose,31716,integer
First Dose,31757,integer
First Dose,31817,integer
First Dose,31880,integer
First Dose,31928,integer
First Dose,31973,integer
First Dose,31987,integer
First Dose,32014,integer
First Dose,32057,integer
First Dose,32107,integer
First Dose,32155,integer
First Dose,32217,integer
First Dose,32390,integer
First Dose,32410,integer
First Dose,32437,integer
First Dose,32458,integer
First Dose,32550,integer
First Dose,32605,integer
First Dose,32658,integer
First Dose,32680,integer
First Dose,32691,integer
First Dose,32720,integer
First Dose,32737,integer
First Dose,32769,integer
First Dose,32791,integer
First Dose,32864,integer
First Dose,32881,integer
First Dose,32902,integer
First Dose,32934,integer
First Dose,32970,integer
First Dose,32994,integer
First Dose,33018,integer
First Dose,33045,integer
First Dose,33089,integer
First Dose,33108,integer
First Dose,33131,integer
First Dose,33166,integer
First Dose,33212,integer
First Dose,33263,integer
First Dose,33330,integer
First Dose,33364,integer
First Dose,33379,integer
First Dose,33426,integer
First Dose,33475,integer
First Dose,33512,integer
First Dose,33550,integer
First Dose,33600,integer
First Dose,33668,integer
First Dose,33705,integer
First Dose,33759,integer
First Dose,33808,integer
First Dose,33851,integer
First Dose,33906,integer
First Dose,33952,integer
First Dose,33999,integer
First Dose,34024,integer
First Dose,34059,integer
First Dose,34085,integer
First Dose,34131,integer
First Dose,34185,integer
First Dose,34258,integer
First Dose,34291,integer
First Dose,34323,integer
First Dose,34362,integer
First Dose,34440,integer
First Dose,34504,integer
First Dose,34590,integer
First Dose,34644,integer
First Dose,34700,integer
First Dose,34723,integer
First Dose,34774,integer
First Dose,34834,integer
First Dose,34885,integer
First Dose,34929,integer
First Dose,35001,integer
First Dose,35029,integer
First Dose,35072,integer
First Dose,35117,integer
First Dose,35167,integer
