FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073
PLST,NY,622,L6,0,0,3,40105,622L600US36110001,36110001,1,2,36,1779796,1,H1,974099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,144926174,4896006,Albany,Albany County (part),A,,85590,37118,42.7330141,-73.7900774,6,P,,85590,80400,63547,5887,176,9340,23,1427,5190,4845,978,769,705,25,1920,46,59,3,270,2,0,22,10,32,4,309,122,32,1,60,5,0,43,10,11,0,1,0,10,0,2,5,4,2,1,0,32,7,7,16,0,0,0,2,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,85590,4004,81586,77932,62567,5563,109,9318,23,352,3654,3446,915,730,681,21,846,40,57,3,113,2,0,0,9,29,0,186,103,30,0,22,5,0,3,10,4,0,0,0,0,0,2,2,3,2,0,0,19,7,6,4,0,0,0,2,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40106,622L600US36110093,36110093,1,2,36,1779796,93,H1,974144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,51860068,2755822,Schenectady,Schenectady County (part),A,,52063,22848,42.8032611,-73.8988357,6,P,,52063,47245,34512,5709,247,4328,21,2428,4818,4459,1085,477,569,14,1411,119,44,20,291,19,0,41,18,315,36,329,123,39,2,85,9,0,33,5,8,2,2,0,11,4,2,0,0,1,1,2,30,2,0,18,0,7,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52063,4127,47936,44607,33725,5291,193,4300,21,1077,3329,3106,952,455,562,13,431,109,39,18,131,16,0,32,15,301,32,212,100,31,2,37,9,0,4,5,6,0,2,0,6,4,2,0,0,1,1,2,11,2,0,2,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40107,622L600US36111001,36111001,1,2,36,1779796,1,H1,974099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,274001341,2273523,Albany,Albany County (part),A,,5324,2733,42.6364535,-74.1058888,6,P,,5324,4962,4866,27,10,34,2,23,362,348,31,104,15,2,185,1,0,0,4,1,0,1,2,1,1,10,3,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5324,110,5214,4916,4833,26,8,34,2,13,298,290,29,102,15,2,135,1,0,0,2,1,0,0,2,1,0,7,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40108,622L600US36111057,36111057,1,2,36,1779796,57,H1,974127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11220,2,104,99999,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,1044051408,18614750,Montgomery,Montgomery County,A,,49532,22857,42.9194154,-74.3938622,6,W,,49532,45079,40209,1267,159,489,20,2935,4453,4189,535,797,179,10,2442,20,1,0,153,1,0,10,1,13,27,234,74,20,0,58,8,14,42,1,6,0,0,0,0,0,1,3,1,0,0,6,26,3,0,15,0,6,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,2,49532,7312,42220,40005,38237,987,83,479,9,210,2215,2115,429,758,174,10,679,19,0,0,23,1,0,3,1,11,7,86,46,10,0,8,3,12,3,1,1,0,0,0,0,0,0,0,1,0,0,1,12,3,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PLST,NY,622,L6,0,0,3,40109,622L600US36111093,36111093,1,2,36,1779796,93,H1,974144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,350459754,5985141,Schenectady,Schenectady County (part),A,,76672,34816,42.791345,-74.0161578,6,P,,76672,68269,47079,11027,848,3466,118,5731,8403,7895,1892,949,430,14,2159,224,96,19,700,130,25,97,26,940,194,471,206,23,3,93,19,0,25,9,31,7,11,0,16,1,10,0,0,6,4,7,36,3,0,18,0,6,3,0,3,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,76672,7293,69379,63183,45550,10107,717,3422,104,3283,6196,5879,1674,890,417,12,895,169,87,19,358,127,25,74,26,929,177,308,159,14,3,27,19,0,4,9,23,0,11,0,11,1,10,0,0,6,4,7,9,3,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40110,622L600US36112091,36112091,1,2,36,1779796,91,H1,974143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,865131677,16442865,Saratoga,Saratoga County (part),A,,112254,49457,42.9635867,-73.8714542,6,P,,112254,105159,96340,2182,190,5113,33,1301,7095,6725,802,1564,948,44,3112,31,26,2,141,1,2,26,3,23,0,327,79,47,2,67,16,1,58,24,16,0,0,0,14,0,0,0,1,2,0,0,40,10,1,23,1,2,1,0,1,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,112254,4357,107897,102804,95132,2029,118,5091,26,408,5093,4882,736,1529,926,39,1511,30,23,2,57,0,2,4,3,20,0,194,71,41,2,34,16,0,3,24,1,0,0,0,0,0,0,0,0,2,0,0,17,5,0,7,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40111,622L600US36112093,36112093,1,2,36,1779796,93,H1,974144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,127542777,3853097,Schenectady,Schenectady County (part),A,,29326,13130,42.856037,-73.9626012,6,P,,29326,27388,25902,586,30,560,6,304,1938,1813,274,444,210,5,782,7,7,2,39,7,0,7,7,16,6,114,45,7,0,23,0,0,21,3,10,0,2,0,3,0,0,0,0,0,0,0,11,0,0,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29326,1085,28241,26841,25603,545,20,559,5,109,1400,1338,243,425,204,4,400,4,4,2,26,3,0,1,6,14,2,60,36,7,0,7,0,0,2,3,2,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40112,622L600US36113091,36113091,1,2,36,1779796,91,H1,974143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,644000988,29837140,Saratoga,Saratoga County (part),A,,104419,49246,43.082691,-73.722842,6,P,,104419,98029,92801,1678,204,2182,32,1132,6390,6089,784,1566,720,36,2768,27,36,7,104,0,1,12,10,18,0,256,89,24,2,48,17,3,43,4,13,2,1,0,7,0,0,0,0,3,0,0,44,9,1,23,2,1,0,0,3,1,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,104419,3882,100537,95893,91663,1551,144,2154,31,350,4644,4482,720,1509,695,32,1407,25,30,7,33,0,1,0,10,13,0,147,70,19,2,18,16,3,4,4,5,2,0,0,1,0,0,0,0,3,0,0,15,8,0,3,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40113,622L600US36113115,36113115,1,2,36,1779796,115,H1,974155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24020,1,104,99999,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,936803865,11612332,Washington,Washington County (part),A,,36278,17136,43.1947963,-73.4950944,6,P,,36278,34073,33116,316,83,185,21,352,2205,2119,261,788,97,8,918,4,8,7,10,5,0,0,5,2,6,71,29,0,0,16,1,2,11,4,3,0,0,0,3,0,0,0,0,0,0,2,12,0,0,0,3,3,0,3,0,1,2,0,0,0,0,0,3,2,0,0,0,1,0,0,0,36278,857,35421,33529,32846,299,70,181,20,113,1892,1834,246,780,93,8,682,4,3,2,3,5,0,0,5,2,1,52,28,0,0,9,1,2,4,2,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40114,622L600US36114031,36114031,1,2,36,1779796,31,H1,974114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,4646753187,316350557,Essex,Essex County,A,,37381,25123,44.1482801,-73.6639663,6,W,,37381,35403,34102,676,78,229,12,306,1978,1877,169,830,117,13,704,0,7,2,11,0,0,13,3,6,2,84,29,0,2,9,7,8,5,1,9,1,11,0,2,0,0,0,0,0,0,0,11,0,0,6,3,0,0,0,1,0,0,0,0,0,0,1,6,2,2,0,1,0,1,0,0,37381,978,36403,34767,33714,610,74,229,7,133,1636,1577,154,828,115,12,455,0,0,2,4,0,0,0,3,4,0,58,23,0,2,0,7,8,0,1,3,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
PLST,NY,622,L6,0,0,3,40115,622L600US36114091,36114091,1,2,36,1779796,91,H1,974143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,571740050,39102496,Saratoga,Saratoga County (part),A,,10628,7247,43.2647656,-73.9238935,6,P,,10628,10048,9899,36,25,24,3,61,580,555,49,239,33,3,221,1,1,0,3,0,2,0,1,2,0,23,5,2,0,5,4,1,1,3,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10628,187,10441,9944,9829,31,25,24,3,32,497,477,45,239,33,3,151,0,1,0,3,0,0,0,1,1,0,19,5,2,0,2,4,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40116,622L600US36114113,36114113,1,2,36,1779796,113,H1,974154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24020,1,104,99999,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,2246082354,166754984,Warren,Warren County,A,,65737,39928,43.4698234,-73.7474721,6,W,,65737,62131,59911,799,170,753,1,497,3606,3454,514,1157,248,4,1463,21,0,0,27,0,0,9,7,1,3,135,17,8,0,44,18,0,7,15,2,3,0,0,9,2,4,6,0,0,0,0,14,0,0,2,1,0,2,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,3,65737,1752,63985,61092,59299,736,139,729,0,189,2893,2804,469,1138,244,4,895,16,0,0,24,0,0,3,7,1,3,84,16,8,0,16,16,0,0,15,0,3,0,0,0,2,4,4,0,0,0,0,5,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40117,622L600US36114115,36114115,1,2,36,1779796,115,H1,974155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24020,1,104,99999,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,997588526,26046566,Washington,Washington County (part),A,,19797,9436,43.4761579,-73.3885027,6,P,,19797,19044,17205,1369,79,87,2,302,753,724,83,358,20,2,250,0,0,1,7,1,0,1,1,0,0,22,8,0,0,0,3,0,4,2,1,0,0,0,2,0,0,0,0,0,0,2,6,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19797,788,19009,18365,16951,1235,68,86,2,23,644,622,76,345,20,2,175,0,0,1,1,1,0,0,1,0,0,18,8,0,0,0,3,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40118,622L600US36115019,36115019,1,2,36,1779796,19,H1,974108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38460,2,999,99999,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,2687763026,206582007,Clinton,Clinton County,A,,79843,37315,44.7393024,-73.5819658,6,W,,79843,75498,70142,3060,285,975,26,1010,4345,4142,651,1624,282,30,1381,17,13,1,67,8,3,20,15,25,5,172,56,26,5,30,7,7,20,7,4,0,1,0,0,3,2,1,0,3,0,0,24,3,2,6,0,5,0,7,1,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,79843,2856,76987,73493,69251,2753,238,957,24,270,3494,3380,588,1592,282,27,808,17,11,0,13,8,2,0,12,20,0,104,44,24,4,1,7,7,0,7,4,0,1,0,0,3,2,0,0,0,0,0,9,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40119,622L600US36115033,36115033,1,2,36,1779796,33,H1,974115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31660,2,999,99999,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,4219857155,176622254,Franklin,Franklin County,A,,47555,25318,44.6372763,-74.3193303,6,W,,47555,45699,39036,1848,4141,191,0,483,1856,1760,157,871,105,4,569,17,3,9,7,6,0,1,3,8,0,74,17,4,0,6,7,0,15,0,5,0,8,1,0,1,0,0,0,6,3,1,19,0,0,4,3,0,0,0,3,0,1,3,0,0,0,5,3,3,0,0,0,0,0,0,0,47555,1387,46168,44629,38559,1686,4102,191,0,91,1539,1490,140,859,101,4,344,13,3,8,1,6,0,0,3,8,0,32,12,4,0,6,5,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40120,622L600US36115089,36115089,1,2,36,1779796,89,H1,977309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36300,2,999,99999,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,1109061922,24958371,St. Lawrence,St. Lawrence County (part),A,,5729,3064,44.6691912,-74.6863893,6,P,,5729,5522,5318,28,119,16,0,41,207,198,26,106,9,1,47,0,0,0,4,1,0,4,0,0,0,6,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5729,82,5647,5462,5286,27,115,15,0,19,185,180,26,105,8,1,38,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40121,622L600US36116045,36116045,1,2,36,1779796,45,H1,974121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48060,1,999,99999,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,1809013070,1483042502,Jefferson,Jefferson County (part),A,,59820,37203,44.128302,-75.968397,6,P,,59820,55721,51519,2290,263,789,50,810,4099,3869,949,1104,255,25,1326,42,16,0,89,2,3,19,11,23,5,215,91,26,0,37,11,0,18,9,3,1,8,6,5,0,0,0,0,0,0,0,11,0,0,6,0,0,1,4,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,1,1,59820,2758,57062,53869,50518,2103,203,769,49,227,3193,3055,869,1062,241,23,750,35,14,0,39,0,3,1,8,10,0,132,70,20,0,7,7,0,5,9,1,0,4,6,3,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40122,622L600US36116089,36116089,1,2,36,1779796,89,H1,977309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36300,2,999,99999,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,2016769222,224575908,St. Lawrence,St. Lawrence County (part),A,,68774,30944,44.7094877,-75.2219758,6,P,,68774,65815,60761,2395,909,961,27,762,2959,2779,389,1155,231,20,858,11,16,11,47,1,0,2,38,0,0,143,48,15,0,8,12,4,13,16,10,0,0,1,4,1,0,1,0,0,4,6,32,12,1,9,2,1,2,0,3,0,0,0,0,1,1,0,3,0,0,0,3,0,0,2,2,68774,2113,66661,64283,60069,2160,871,947,13,223,2378,2273,347,1134,230,14,462,9,15,7,17,0,0,0,38,0,0,82,36,9,0,0,12,4,2,16,0,0,0,0,0,1,0,0,0,0,0,2,20,12,1,3,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
PLST,NY,622,L6,0,0,3,40123,622L600US36117045,36117045,1,2,36,1779796,45,H1,974121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48060,1,999,99999,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,1256196738,37964925,Jefferson,Jefferson County (part),A,,53549,22507,43.9624414,-75.8222059,6,P,,53549,49504,41571,4405,326,1445,258,1499,4045,3801,601,830,370,30,1626,38,36,9,184,5,1,8,38,15,10,210,64,24,1,46,9,1,15,16,15,0,3,2,5,5,1,0,0,2,0,1,28,7,0,15,0,0,0,3,0,0,0,0,0,0,2,1,5,3,0,2,0,0,0,1,1,53549,5142,48407,45446,39104,4158,258,1404,250,272,2961,2810,535,791,331,29,877,34,34,9,123,3,1,3,32,8,0,138,56,17,1,19,7,1,4,14,7,0,1,2,3,5,0,0,0,0,0,1,11,5,0,1,0,0,0,3,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1
PLST,NY,622,L6,0,0,3,40124,622L600US36117049,36117049,1,2,36,1779796,49,H1,974123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,3301307189,39612949,Lewis,Lewis County,A,,26582,15464,43.775218,-75.446,6,W,,26582,25558,25121,109,57,76,11,184,1024,980,109,334,57,19,450,0,0,0,5,0,0,0,0,1,5,29,0,1,0,4,5,0,2,2,5,4,2,0,3,0,0,0,1,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,1,0,0,1,5,0,0,0,0,0,5,1,1,26582,460,26122,25213,24942,103,40,65,11,52,909,893,104,329,54,19,379,0,0,0,5,0,0,0,0,1,2,9,0,1,0,0,2,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,1,1
PLST,NY,622,L6,0,0,3,40125,622L600US36117065,36117065,1,2,36,1779796,65,H1,974131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46540,1,999,99999,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,1364165668,98788738,Oneida,Oneida County (part),A,,39861,19375,43.2212228,-75.5467301,6,P,,39861,38088,36804,479,131,435,5,234,1773,1709,181,452,189,7,835,7,5,7,16,1,1,5,0,2,1,60,23,1,0,7,1,0,16,2,4,0,2,0,0,3,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,39861,910,38951,37552,36493,451,113,427,5,63,1399,1368,164,440,186,7,547,5,4,6,6,0,1,0,0,2,0,30,20,1,0,2,1,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40126,622L600US36117089,36117089,1,2,36,1779796,89,H1,977309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36300,2,999,99999,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,1221090618,17804966,St. Lawrence,St. Lawrence County (part),A,,15819,7315,44.3555598,-75.3412028,6,P,,15819,15197,14426,557,52,30,6,126,622,598,77,293,19,1,187,5,0,3,7,1,0,0,2,3,0,16,5,4,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,15819,408,15411,14878,14267,513,46,30,5,17,533,517,65,290,19,1,127,2,0,2,5,1,0,0,2,3,0,12,3,4,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40127,622L600US36118035,36118035,1,2,36,1779796,35,H1,974116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24100,2,104,99999,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,1283234687,96916403,Fulton,Fulton County,A,,53324,28087,43.0687021,-74.3677506,6,W,,53324,50005,47775,1068,121,349,4,688,3319,3173,440,991,169,9,1440,13,13,0,54,17,0,0,5,11,11,119,65,8,0,18,1,0,10,0,9,2,0,0,4,0,0,2,0,0,0,0,25,2,0,8,0,10,0,3,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,53324,2134,51190,48613,47051,966,89,343,0,164,2577,2482,391,964,152,9,898,13,12,0,9,15,0,0,4,10,5,84,53,8,0,13,1,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0,9,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40128,622L600US36118041,36118041,1,2,36,1779796,41,H1,974119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,4447989312,234204424,Hamilton,Hamilton County,A,,5107,7826,43.6482932,-74.4515801,6,W,,5107,4865,4785,31,14,12,1,22,242,208,20,89,8,0,83,0,2,0,0,0,0,0,2,4,0,23,2,4,0,1,1,0,1,0,1,0,1,0,0,0,9,0,0,0,0,3,11,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5107,100,5007,4831,4769,30,14,12,1,5,176,161,14,77,6,0,58,0,2,0,0,0,0,0,2,2,0,8,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40129,622L600US36118043,36118043,1,2,36,1779796,43,H1,974120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46540,1,999,99999,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,3078817173,116912537,Herkimer,Herkimer County (part),A,,28824,17466,43.2508847,-74.9417037,6,P,,28824,27367,26464,422,64,210,14,193,1457,1387,250,425,73,5,604,5,0,0,17,3,0,3,1,1,0,54,13,2,0,6,2,0,16,3,2,1,0,5,0,0,2,0,0,0,0,2,10,1,1,3,0,1,0,1,0,0,0,1,0,0,0,2,5,4,1,0,0,0,0,1,1,28824,709,28115,26925,26190,385,43,207,14,86,1190,1156,217,409,70,5,439,0,0,0,11,0,0,3,1,1,0,25,11,2,0,2,2,0,4,1,0,0,0,0,0,0,2,0,0,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0
PLST,NY,622,L6,0,0,3,40130,622L600US36118065,36118065,1,2,36,1779796,65,H1,974131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46540,1,999,99999,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,743434450,13393939,Oneida,Oneida County (part),A,,21881,10017,43.3221015,-75.298986,6,P,,21881,20986,20580,143,29,132,6,96,895,852,91,261,83,8,383,7,3,1,10,2,0,1,1,1,0,35,11,0,1,11,0,1,6,1,0,1,0,0,0,3,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,21881,364,21517,20797,20459,132,19,125,6,56,720,699,79,256,79,8,261,5,3,1,4,2,0,0,1,0,0,15,9,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
